34.212.194.231 - - [03/Sep/2017:16:09:46 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
34.212.194.231 - - [03/Sep/2017:16:09:46 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
156.195.204.209 - - [03/Sep/2017:16:09:46 +0000] "GET /json.php?A_st=true HTTP/1.1" 200 914 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.4; GT-I9060I Build/KTU84P)"
41.233.30.93 - - [03/Sep/2017:16:09:46 +0000] "GET /json.php?A_st=true&online=true&A_online=true HTTP/1.1" 200 474 "-" "Dalvik/1.6.0 (Linux; U; Android 4.2.2; GT-I9152 Build/JDQ39)"
34.212.194.231 - - [03/Sep/2017:16:09:46 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
156.195.204.209 - - [03/Sep/2017:16:09:46 +0000] "GET /json.php?A_st=true&online=true&A_online=true HTTP/1.1" 200 474 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.4; GT-I9060I Build/KTU84P)"
34.212.194.231 - - [03/Sep/2017:16:09:48 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
156.216.59.215 - - [03/Sep/2017:16:09:48 +0000] "GET /json.php?A_st=true&online=true&A_online=HUAWEIY560-U02,33.213.27.248 HTTP/1.1" 200 474 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.2; HUAWEI Y560-U02 Build/HUAWEIY560-U02)"
34.212.194.231 - - [03/Sep/2017:16:09:48 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
41.140.4.222 - - [03/Sep/2017:16:09:48 +0000] "GET /json.php?A_st=true HTTP/1.1" 200 915 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.4; GT-I9060I Build/KTU84P)"
34.212.194.231 - - [03/Sep/2017:16:09:49 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
109.253.205.170 - - [03/Sep/2017:16:09:49 +0000] "GET /json.php?A_st=true&Isinstal=true HTTP/1.1" 200 914 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.2; GT-I9301I Build/KOT49H)"
34.212.194.231 - - [03/Sep/2017:16:09:49 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
34.212.194.231 - - [03/Sep/2017:16:09:49 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
34.212.194.231 - - [03/Sep/2017:16:09:49 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
34.212.194.231 - - [03/Sep/2017:16:09:49 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
87.49.147.238 - - [03/Sep/2017:16:09:49 +0000] "GET /json.php?A_st=true&online=true&A_online=true HTTP/1.1" 200 475 "-" "Dalvik/2.1.0 (Linux; U; Android 5.0; SM-N9005 Build/LRX21V)"
41.104.70.79 - - [03/Sep/2017:16:09:49 +0000] "GET /json.php?A_st=true&online=true&A_online=true HTTP/1.1" 200 474 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.2; TFX-708G Build/KOT49H)"
41.140.4.222 - - [03/Sep/2017:16:09:49 +0000] "GET /json.php?A_st=true&online=true&A_online=true HTTP/1.1" 200 474 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.4; GT-I9060I Build/KTU84P)"
37.238.195.103 - - [03/Sep/2017:16:09:49 +0000] "GET /json.php?A_st=true&online=true&A_online=true HTTP/1.1" 200 474 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.2; SM-G7102 Build/KOT49H)"
34.212.194.231 - - [03/Sep/2017:16:09:50 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
156.195.204.209 - - [03/Sep/2017:16:09:50 +0000] "GET /json.php?A_st=true HTTP/1.1" 200 914 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.4; GT-I9060I Build/KTU84P)"
34.212.194.231 - - [03/Sep/2017:16:09:51 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
41.233.30.93 - - [03/Sep/2017:16:09:51 +0000] "GET /json.php?A_st=true&online=true&A_online=true HTTP/1.1" 200 474 "-" "Dalvik/1.6.0 (Linux; U; Android 4.2.2; GT-I9152 Build/JDQ39)"
34.212.194.231 - - [03/Sep/2017:16:09:51 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
34.212.194.231 - - [03/Sep/2017:16:09:51 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
156.195.204.209 - - [03/Sep/2017:16:09:51 +0000] "GET /json.php?A_st=true&online=true&A_online=true HTTP/1.1" 200 474 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.4; GT-I9060I Build/KTU84P)"
41.140.4.222 - - [03/Sep/2017:16:09:51 +0000] "GET /json.php?A_st=true&online=true&A_online=true HTTP/1.1" 200 474 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.4; GT-I9060I Build/KTU84P)"
34.212.194.231 - - [03/Sep/2017:16:09:52 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
87.49.147.238 - - [03/Sep/2017:16:09:52 +0000] "GET /json.php?A_st=true&online=true&A_online=true HTTP/1.1" 200 474 "-" "Dalvik/2.1.0 (Linux; U; Android 5.0; SM-N9005 Build/LRX21V)"
34.212.194.231 - - [03/Sep/2017:16:09:53 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
156.216.59.215 - - [03/Sep/2017:16:09:53 +0000] "GET /json.php?A_st=true&online=true&A_online=HUAWEIY560-U02,33.213.27.248 HTTP/1.1" 200 474 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.2; HUAWEI Y560-U02 Build/HUAWEIY560-U02)"
34.212.194.231 - - [03/Sep/2017:16:09:54 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
109.253.205.170 - - [03/Sep/2017:16:09:54 +0000] "GET /json.php?A_st=true&Isinstal=true HTTP/1.1" 200 914 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.2; GT-I9301I Build/KOT49H)"
34.212.194.231 - - [03/Sep/2017:16:09:54 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
34.212.194.231 - - [03/Sep/2017:16:09:54 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
41.104.70.79 - - [03/Sep/2017:16:09:54 +0000] "GET /json.php?A_st=true&online=true&A_online=true HTTP/1.1" 200 474 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.2; TFX-708G Build/KOT49H)"
37.238.195.103 - - [03/Sep/2017:16:09:54 +0000] "GET /json.php?A_st=true&online=true&A_online=true HTTP/1.1" 200 474 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.2; SM-G7102 Build/KOT49H)"
34.212.194.231 - - [03/Sep/2017:16:09:55 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
156.195.204.209 - - [03/Sep/2017:16:09:55 +0000] "GET /json.php?A_st=true HTTP/1.1" 200 914 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.4; GT-I9060I Build/KTU84P)"
34.212.194.231 - - [03/Sep/2017:16:09:55 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
34.212.194.231 - - [03/Sep/2017:16:09:56 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
156.195.204.209 - - [03/Sep/2017:16:09:55 +0000] "GET /json.php?A_st=true&online=true&A_online=true HTTP/1.1" 200 474 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.4; GT-I9060I Build/KTU84P)"
41.233.30.93 - - [03/Sep/2017:16:09:56 +0000] "GET /json.php?A_st=true&online=true&A_online=true HTTP/1.1" 200 474 "-" "Dalvik/1.6.0 (Linux; U; Android 4.2.2; GT-I9152 Build/JDQ39)"
34.212.194.231 - - [03/Sep/2017:16:09:56 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
41.140.4.222 - - [03/Sep/2017:16:09:56 +0000] "GET /json.php?A_st=true&online=true&A_online=true HTTP/1.1" 200 474 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.4; GT-I9060I Build/KTU84P)"
34.212.194.231 - - [03/Sep/2017:16:09:57 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
87.49.147.238 - - [03/Sep/2017:16:09:57 +0000] "GET /json.php?A_st=true&online=true&A_online=true HTTP/1.1" 200 474 "-" "Dalvik/2.1.0 (Linux; U; Android 5.0; SM-N9005 Build/LRX21V)"
34.212.194.231 - - [03/Sep/2017:16:09:58 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
156.216.59.215 - - [03/Sep/2017:16:09:58 +0000] "GET /json.php?A_st=true&online=true&A_online=HUAWEIY560-U02,33.213.27.248 HTTP/1.1" 200 474 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.2; HUAWEI Y560-U02 Build/HUAWEIY560-U02)"
34.212.194.231 - - [03/Sep/2017:16:09:59 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
109.253.205.170 - - [03/Sep/2017:16:09:59 +0000] "GET /json.php?A_st=true&Isinstal=true HTTP/1.1" 200 914 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.2; GT-I9301I Build/KOT49H)"
34.212.194.231 - - [03/Sep/2017:16:09:59 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
34.212.194.231 - - [03/Sep/2017:16:09:59 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
37.238.195.103 - - [03/Sep/2017:16:09:59 +0000] "GET /json.php?A_st=true HTTP/1.1" 200 914 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.2; SM-G7102 Build/KOT49H)"
41.104.70.79 - - [03/Sep/2017:16:09:59 +0000] "GET /json.php?A_st=true&online=true&A_online=true HTTP/1.1" 200 474 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.2; TFX-708G Build/KOT49H)"
34.212.194.231 - - [03/Sep/2017:16:09:59 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
37.238.195.103 - - [03/Sep/2017:16:09:59 +0000] "GET /json.php?A_st=true&online=true&A_online=true HTTP/1.1" 200 474 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.2; SM-G7102 Build/KOT49H)"
34.212.194.231 - - [03/Sep/2017:16:10:00 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
156.195.204.209 - - [03/Sep/2017:16:10:00 +0000] "GET /json.php?A_st=true HTTP/1.1" 200 914 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.4; GT-I9060I Build/KTU84P)"
34.212.194.231 - - [03/Sep/2017:16:10:00 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
156.195.204.209 - - [03/Sep/2017:16:10:00 +0000] "GET /json.php?A_st=true&online=true&A_online=true HTTP/1.1" 200 474 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.4; GT-I9060I Build/KTU84P)"
34.212.194.231 - - [03/Sep/2017:16:10:01 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
41.140.4.222 - - [03/Sep/2017:16:10:01 +0000] "GET /json.php?A_st=true&online=true&A_online=true HTTP/1.1" 200 474 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.4; GT-I9060I Build/KTU84P)"
34.212.194.231 - - [03/Sep/2017:16:10:02 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
41.233.30.93 - - [03/Sep/2017:16:10:02 +0000] "GET /json.php?A_st=true&online=true&A_online=true HTTP/1.1" 200 475 "-" "Dalvik/1.6.0 (Linux; U; Android 4.2.2; GT-I9152 Build/JDQ39)"
34.212.194.231 - - [03/Sep/2017:16:10:03 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
34.212.194.231 - - [03/Sep/2017:16:10:03 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
87.49.147.238 - - [03/Sep/2017:16:10:03 +0000] "GET /json.php?A_st=true&online=true&A_online=true HTTP/1.1" 200 474 "-" "Dalvik/2.1.0 (Linux; U; Android 5.0; SM-N9005 Build/LRX21V)"
34.212.194.231 - - [03/Sep/2017:16:10:03 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
156.185.67.212 - - [03/Sep/2017:16:10:03 +0000] "GET /json.php?A_st=true&online=true&A_online=true HTTP/1.1" 200 475 "-" "Dalvik/2.1.0 (Linux; U; Android 6.0.1; HTC One_M8 Eye Build/MMB29M)"
156.216.59.215 - - [03/Sep/2017:16:10:03 +0000] "GET /json.php?A_st=true&online=true&A_online=HUAWEIY560-U02,33.213.27.248 HTTP/1.1" 200 474 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.2; HUAWEI Y560-U02 Build/HUAWEIY560-U02)"
34.212.194.231 - - [03/Sep/2017:16:10:04 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
34.212.194.231 - - [03/Sep/2017:16:10:04 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
41.104.70.79 - - [03/Sep/2017:16:10:04 +0000] "GET /json.php?A_st=true&online=true&A_online=true HTTP/1.1" 200 474 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.2; TFX-708G Build/KOT49H)"
37.238.195.103 - - [03/Sep/2017:16:10:04 +0000] "GET /json.php?A_st=true&online=true&A_online=true HTTP/1.1" 200 474 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.2; SM-G7102 Build/KOT49H)"
34.212.194.231 - - [03/Sep/2017:16:10:05 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
156.195.204.209 - - [03/Sep/2017:16:10:05 +0000] "GET /json.php?A_st=true HTTP/1.1" 200 914 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.4; GT-I9060I Build/KTU84P)"
34.212.194.231 - - [03/Sep/2017:16:10:05 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
109.253.205.170 - - [03/Sep/2017:16:10:05 +0000] "GET /json.php?A_st=true&Isinstal=true HTTP/1.1" 200 915 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.2; GT-I9301I Build/KOT49H)"
34.212.194.231 - - [03/Sep/2017:16:10:05 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
34.212.194.231 - - [03/Sep/2017:16:10:06 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
156.195.204.209 - - [03/Sep/2017:16:10:05 +0000] "GET /json.php?A_st=true&online=true&A_online=true HTTP/1.1" 200 474 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.4; GT-I9060I Build/KTU84P)"
41.233.30.93 - - [03/Sep/2017:16:10:06 +0000] "GET /json.php?A_st=true&online=true&A_online=true HTTP/1.1" 200 474 "-" "Dalvik/1.6.0 (Linux; U; Android 4.2.2; GT-I9152 Build/JDQ39)"
34.212.194.231 - - [03/Sep/2017:16:10:06 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
41.140.4.222 - - [03/Sep/2017:16:10:06 +0000] "GET /json.php?A_st=true&online=true&A_online=true HTTP/1.1" 200 474 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.4; GT-I9060I Build/KTU84P)"
34.212.194.231 - - [03/Sep/2017:16:10:07 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
87.49.147.238 - - [03/Sep/2017:16:10:07 +0000] "GET /json.php?A_st=true&online=true&A_online=true HTTP/1.1" 200 474 "-" "Dalvik/2.1.0 (Linux; U; Android 5.0; SM-N9005 Build/LRX21V)"
34.212.194.231 - - [03/Sep/2017:16:10:08 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
156.216.59.215 - - [03/Sep/2017:16:10:08 +0000] "GET /json.php?A_st=true&online=true&A_online=HUAWEIY560-U02,33.213.27.248 HTTP/1.1" 200 474 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.2; HUAWEI Y560-U02 Build/HUAWEIY560-U02)"
34.212.194.231 - - [03/Sep/2017:16:10:09 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
109.253.205.170 - - [03/Sep/2017:16:10:09 +0000] "GET /json.php?A_st=true&Isinstal=true HTTP/1.1" 200 914 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.2; GT-I9301I Build/KOT49H)"
34.212.194.231 - - [03/Sep/2017:16:10:09 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
34.212.194.231 - - [03/Sep/2017:16:10:09 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
41.104.70.79 - - [03/Sep/2017:16:10:09 +0000] "GET /json.php?A_st=true&online=true&A_online=true HTTP/1.1" 200 474 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.2; TFX-708G Build/KOT49H)"
37.238.195.103 - - [03/Sep/2017:16:10:09 +0000] "GET /json.php?A_st=true&online=true&A_online=true HTTP/1.1" 200 474 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.2; SM-G7102 Build/KOT49H)"
34.212.194.231 - - [03/Sep/2017:16:10:10 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
156.195.204.209 - - [03/Sep/2017:16:10:10 +0000] "GET /json.php?A_st=true HTTP/1.1" 200 914 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.4; GT-I9060I Build/KTU84P)"
34.212.194.231 - - [03/Sep/2017:16:10:11 +0000] "GET /user.php HTTP/1.0" 200 21793 "-" "-"
41.233.30.93 - - [03/Sep/2017:16:10:11 +0000] "GET /json.php?A_st=true&online=true&A_online=true HTTP/1.1" 200 474 "-" "Dalvik/1.6.0 (Linux; U; Android 4.2.2; GT-I9152 Build/JDQ39)"
